Activity index,Activity name,Item ID,Item name,Completed,Requires previous,Active,Exact,Independent,Drop rate (attempts),E&I,E,I,Neither^(-1)
4,Killing araxxor (on task),29790,Noxious point,FALSE,FALSE,TRUE,FALSE,FALSE,200,n/a,n/a,n/a,0.005
4,Killing araxxor (on task),29792,Noxious blade,FALSE,TRUE,FALSE,FALSE,FALSE,200,n/a,n/a,n/a,0.005
4,Killing araxxor (on task),29794,Noxious pommel,FALSE,TRUE,FALSE,FALSE,FALSE,200,n/a,n/a,n/a,0.005
4,Killing araxxor (on task),29799,Araxyte fang,FALSE,FALSE,TRUE,FALSE,FALSE,600,n/a,n/a,n/a,0.001666666667
4,Killing araxxor (on task),29836,Nid,FALSE,FALSE,TRUE,FALSE,FALSE,3000,n/a,n/a,n/a,0.0003333333333
4,Killing araxxor (on task),29836,Nid,FALSE,FALSE,TRUE,FALSE,TRUE,1500,n/a,n/a,1500,n/a
4,Killing araxxor (on task),2366,Shield left half,TRUE,FALSE,FALSE,FALSE,FALSE,31079,n/a,n/a,n/a,0.00003217606744
4,Killing araxxor (on task),1249,Dragon spear,TRUE,FALSE,FALSE,FALSE,FALSE,41439,n/a,n/a,n/a,0.00002413185646
5,Opening barrows chests,4732,Karil's coif,FALSE,FALSE,TRUE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4708,Ahrim's hood,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4716,Dharok's helm,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4724,Guthan's helm,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4745,Torag's helm,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4753,Verac's helm,FALSE,FALSE,TRUE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4736,Karil's leathertop,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4712,Ahrim's robetop,FALSE,FALSE,TRUE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4720,Dharok's platebody,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4728,Guthan's platebody,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4749,Torag's platebody,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4757,Verac's brassard,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4738,Karil's leatherskirt,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4714,Ahrim's robeskirt,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4722,Dharok's platelegs,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4730,Guthan's chainskirt,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4751,Torag's platelegs,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4759,Verac's plateskirt,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4734,Karil's crossbow,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4710,Ahrim's staff,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4718,Dharok's greataxe,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4726,Guthan's warspear,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4747,Torag's hammers,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4755,Verac's flail,TRUE,FALSE,FALSE,FALSE,FALSE,350,n/a,n/a,n/a,0.002857142857
5,Opening barrows chests,4740,Bolt rack,TRUE,FALSE,FALSE,FALSE,FALSE,3,n/a,n/a,n/a,0.3333333333
6,Killing artio,13178,Callisto cub,TRUE,FALSE,FALSE,FALSE,FALSE,2800,n/a,n/a,n/a,0.0003571428571
6,Killing artio,12603,Tyrannical ring,FALSE,FALSE,TRUE,FALSE,FALSE,716,n/a,n/a,n/a,0.001396648045
6,Killing artio,11920,Dragon pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE,358,n/a,n/a,n/a,0.002793296089
6,Killing artio,7158,Dragon 2h sword,TRUE,FALSE,FALSE,FALSE,FALSE,358,n/a,n/a,n/a,0.002793296089
6,Killing artio,27667,Claws of callisto,TRUE,FALSE,FALSE,FALSE,FALSE,618,n/a,n/a,n/a,0.001618122977
6,Killing artio,27681,Voidwaker hilt,TRUE,FALSE,FALSE,FALSE,FALSE,912,n/a,n/a,n/a,0.001096491228
6,Killing artio,10976,Long bone,TRUE,FALSE,FALSE,FALSE,FALSE,400,n/a,n/a,n/a,0.0025
6,Killing artio,10977,Curved bone,TRUE,FALSE,FALSE,FALSE,FALSE,5013,n/a,n/a,n/a,0.0001994813485
7,Killing cerberus (on task),13247,Hellpuppy,FALSE,FALSE,TRUE,FALSE,FALSE,3000,n/a,n/a,n/a,0.0003333333333
7,Killing cerberus (on task),13227,Eternal crystal,TRUE,FALSE,FALSE,FALSE,FALSE,512,n/a,n/a,n/a,0.001953125
7,Killing cerberus (on task),13229,Pegasian crystal,TRUE,FALSE,FALSE,FALSE,FALSE,512,n/a,n/a,n/a,0.001953125
7,Killing cerberus (on task),13231,Primordial crystal,TRUE,FALSE,FALSE,FALSE,FALSE,512,n/a,n/a,n/a,0.001953125
7,Killing cerberus (on task),13245,Jar of souls,TRUE,FALSE,FALSE,FALSE,FALSE,2000,n/a,n/a,n/a,0.0005
7,Killing cerberus (on task),13233,Smouldering stone,TRUE,FALSE,FALSE,FALSE,FALSE,512,n/a,n/a,n/a,0.001953125
7,Killing cerberus (on task),13249,Key master teleport,TRUE,FALSE,FALSE,FALSE,FALSE,64,n/a,n/a,n/a,0.015625
7,Killing cerberus (on task),2366,Shield left half,TRUE,FALSE,FALSE,FALSE,FALSE,11531,n/a,n/a,n/a,0.00008672274738
7,Killing cerberus (on task),1249,Dragon spear,TRUE,FALSE,FALSE,FALSE,FALSE,15374,n/a,n/a,n/a,0.00006504488097
8,Killing chaos elemental,11995,Pet chaos elemental,FALSE,FALSE,TRUE,FALSE,FALSE,300,n/a,n/a,n/a,0.003333333333
8,Killing chaos elemental,11920,Dragon pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE,256,n/a,n/a,n/a,0.00390625
8,Killing chaos elemental,7158,Dragon 2h sword,TRUE,FALSE,FALSE,FALSE,FALSE,128,n/a,n/a,n/a,0.0078125
8,Killing chaos elemental,2366,Shield left half,TRUE,FALSE,FALSE,FALSE,FALSE,4220,n/a,n/a,n/a,0.0002369668246
8,Killing chaos elemental,1249,Dragon spear,TRUE,FALSE,FALSE,FALSE,FALSE,5626,n/a,n/a,n/a,0.0001777461785
9,Killing chaos fanatic,11995,Pet chaos elemental,FALSE,FALSE,TRUE,FALSE,FALSE,1000,n/a,n/a,n/a,0.001
9,Killing chaos fanatic,11928,Odium shard 1,FALSE,FALSE,TRUE,FALSE,FALSE,256,n/a,n/a,n/a,0.00390625
9,Killing chaos fanatic,11931,Malediction shard 1,FALSE,FALSE,TRUE,FALSE,FALSE,256,n/a,n/a,n/a,0.00390625
9,Killing chaos fanatic,2366,Shield left half,TRUE,FALSE,FALSE,FALSE,FALSE,8113,n/a,n/a,n/a,0.0001232589671
9,Killing chaos fanatic,1249,Dragon spear,TRUE,FALSE,FALSE,FALSE,FALSE,10817,n/a,n/a,n/a,0.00009244707405
10,Killing commander zilyana,12651,Pet zilyana,FALSE,FALSE,TRUE,FALSE,FALSE,5000,n/a,n/a,n/a,0.0002
10,Killing commander zilyana,11785,Armadyl crossbow,FALSE,FALSE,TRUE,FALSE,FALSE,508,n/a,n/a,n/a,0.001968503937
10,Killing commander zilyana,11814,Saradomin hilt,TRUE,FALSE,FALSE,FALSE,FALSE,508,n/a,n/a,n/a,0.001968503937
10,Killing commander zilyana,11838,Saradomin sword,TRUE,FALSE,FALSE,FALSE,FALSE,127,n/a,n/a,n/a,0.007874015748
10,Killing commander zilyana,13256,Saradomin's light,FALSE,FALSE,TRUE,FALSE,FALSE,254,n/a,n/a,n/a,0.003937007874
10,Killing commander zilyana,11818,Godsword shard 1,TRUE,FALSE,FALSE,FALSE,FALSE,762,n/a,n/a,n/a,0.001312335958
10,Killing commander zilyana,11820,Godsword shard 2,TRUE,FALSE,FALSE,FALSE,FALSE,762,n/a,n/a,n/a,0.001312335958
10,Killing commander zilyana,11822,Godsword shard 3,TRUE,FALSE,FALSE,FALSE,FALSE,762,n/a,n/a,n/a,0.001312335958
10,Killing commander zilyana,2366,Shield left half,TRUE,FALSE,FALSE,FALSE,FALSE,4221,n/a,n/a,n/a,0.0002369106847
10,Killing commander zilyana,1249,Dragon spear,TRUE,FALSE,FALSE,FALSE,FALSE,5628,n/a,n/a,n/a,0.0001776830135
11,Killing corporeal beast,12816,Pet dark core,FALSE,FALSE,TRUE,FALSE,FALSE,5000,n/a,n/a,n/a,0.0002
11,Killing corporeal beast,12819,Elysian sigil,FALSE,FALSE,TRUE,FALSE,FALSE,4095,n/a,n/a,n/a,0.0002442002442
11,Killing corporeal beast,12823,Spectral sigil,FALSE,FALSE,TRUE,FALSE,FALSE,1365,n/a,n/a,n/a,0.0007326007326
11,Killing corporeal beast,12827,Arcane sigil,FALSE,FALSE,TRUE,FALSE,FALSE,1365,n/a,n/a,n/a,0.0007326007326
11,Killing corporeal beast,12833,Holy elixir,FALSE,FALSE,TRUE,FALSE,FALSE,171,n/a,n/a,n/a,0.005847953216
11,Killing corporeal beast,12829,Spirit shield,TRUE,FALSE,FALSE,FALSE,FALSE,64,n/a,n/a,n/a,0.015625
11,Killing corporeal beast,25521,Jar of spirits,FALSE,FALSE,TRUE,FALSE,FALSE,1000,n/a,n/a,n/a,0.001
11,Killing corporeal beast,2366,Shield left half,TRUE,FALSE,FALSE,FALSE,FALSE,174763,n/a,n/a,n/a,0.000005722034985
11,Killing corporeal beast,1249,Dragon spear,TRUE,FALSE,FALSE,FALSE,FALSE,233017,n/a,n/a,n/a,0.000004291532377
12,Killing crazy archaeologist,11929,Odium shard 2,FALSE,FALSE,TRUE,FALSE,FALSE,256,n/a,n/a,n/a,0.00390625
12,Killing crazy archaeologist,11932,Malediction shard 2,FALSE,FALSE,TRUE,FALSE,FALSE,256,n/a,n/a,n/a,0.00390625
12,Killing crazy archaeologist,11990,Fedora,FALSE,FALSE,TRUE,FALSE,FALSE,128,n/a,n/a,n/a,0.0078125
12,Killing crazy archaeologist,2366,Shield left half,TRUE,FALSE,FALSE,FALSE,FALSE,8113,n/a,n/a,n/a,0.0001232589671
12,Killing crazy archaeologist,1249,Dragon spear,TRUE,FALSE,FALSE,FALSE,FALSE,10817,n/a,n/a,n/a,0.00009244707405
13,Killing dagganoth kings (3 kills = 1 of each king),12644,Pet dagannoth prime,FALSE,FALSE,TRUE,FALSE,FALSE,15000,n/a,n/a,n/a,0.00006666666667
13,Killing dagganoth kings (3 kills = 1 of each king),12643,Pet dagannoth supreme,FALSE,FALSE,TRUE,FALSE,FALSE,15000,n/a,n/a,n/a,0.00006666666667
13,Killing dagganoth kings (3 kills = 1 of each king),12645,Pet dagannoth rex,FALSE,FALSE,TRUE,FALSE,FALSE,15000,n/a,n/a,n/a,0.00006666666667
13,Killing dagganoth kings (3 kills = 1 of each king),6737,Berserker ring,FALSE,FALSE,TRUE,FALSE,FALSE,384,n/a,n/a,n/a,0.002604166667
13,Killing dagganoth kings (3 kills = 1 of each king),6733,Archers ring,TRUE,FALSE,FALSE,FALSE,FALSE,384,n/a,n/a,n/a,0.002604166667
13,Killing dagganoth kings (3 kills = 1 of each king),6731,Seers ring,FALSE,FALSE,TRUE,FALSE,FALSE,384,n/a,n/a,n/a,0.002604166667
13,Killing dagganoth kings (3 kills = 1 of each king),6735,Warrior ring,TRUE,FALSE,FALSE,FALSE,FALSE,384,n/a,n/a,n/a,0.002604166667
13,Killing dagganoth kings (3 kills = 1 of each king),6739,Dragon axe,TRUE,FALSE,FALSE,FALSE,FALSE,128,n/a,n/a,n/a,0.0078125
13,Killing dagganoth kings (3 kills = 1 of each king),6724,Seercull,TRUE,FALSE,FALSE,FALSE,FALSE,384,n/a,n/a,n/a,0.002604166667
13,Killing dagganoth kings (3 kills = 1 of each king),6562,Mud battlestaff,TRUE,FALSE,FALSE,FALSE,FALSE,384,n/a,n/a,n/a,0.002604166667
13,Killing dagganoth kings (3 kills = 1 of each king),2366,Shield left half,TRUE,FALSE,FALSE,FALSE,FALSE,3995,n/a,n/a,n/a,0.0002503128911
13,Killing dagganoth kings (3 kills = 1 of each king),1249,Dragon spear,TRUE,FALSE,FALSE,FALSE,FALSE,5326,n/a,n/a,n/a,0.0001877581675
14,Killing duke sucellus,28250,Baron,FALSE,FALSE,TRUE,FALSE,FALSE,2500,n/a,n/a,n/a,0.0004
14,Killing duke sucellus,28321,Eye of the duke,FALSE,FALSE,TRUE,FALSE,FALSE,720,n/a,n/a,n/a,0.001388888889
14,Killing duke sucellus,26241,Virtus mask,TRUE,FALSE,FALSE,FALSE,FALSE,2160,n/a,n/a,n/a,0.000462962963
14,Killing duke sucellus,26243,Virtus robe top,FALSE,FALSE,TRUE,FALSE,FALSE,2160,n/a,n/a,n/a,0.000462962963
14,Killing duke sucellus,26245,Virtus robe bottom,FALSE,FALSE,TRUE,FALSE,FALSE,2160,n/a,n/a,n/a,0.000462962963
14,Killing duke sucellus,28281,Magus vestige,FALSE,FALSE,TRUE,FALSE,FALSE,720,n/a,n/a,n/a,0.001388888889
14,Killing duke sucellus,28270,Ice quartz,FALSE,FALSE,TRUE,FALSE,FALSE,215,n/a,n/a,n/a,0.004651162791
14,Killing duke sucellus,28333,Frozen tablet,TRUE,FALSE,FALSE,FALSE,FALSE,25,n/a,n/a,n/a,0.04
14,Killing duke sucellus,28276,Chromium ingot,TRUE,FALSE,FALSE,FALSE,FALSE,240,n/a,n/a,n/a,0.004166666667
14,Killing duke sucellus,28334,Awakener's orb,TRUE,FALSE,FALSE,FALSE,FALSE,48,n/a,n/a,n/a,0.02083333333
15,"Finishing fight caves (and gambling cape, on task)",13225,Tzrek-jad,FALSE,FALSE,TRUE,FALSE,FALSE,67,n/a,n/a,n/a,0.01492537313
15,"Finishing fight caves (and gambling cape, on task)",6570,Fire cape,TRUE,FALSE,FALSE,TRUE,FALSE,1,n/a,1,n/a,n/a
16,"Killing sol heredit (and gambling quiver, fortis colosseum)",28960,Smol heredit,FALSE,FALSE,TRUE,FALSE,FALSE,100,n/a,n/a,n/a,0.01
16,"Killing sol heredit (and gambling quiver, fortis colosseum)",28947,Dizana's quiver,TRUE,FALSE,FALSE,TRUE,FALSE,1,n/a,1,n/a,n/a
16,"Killing sol heredit (and gambling quiver, fortis colosseum)",28936,Sunfire fanatic cuirass,TRUE,FALSE,FALSE,FALSE,TRUE,8,n/a,n/a,8,n/a
16,"Killing sol heredit (and gambling quiver, fortis colosseum)",28939,Sunfire fanatic chausses,FALSE,FALSE,TRUE,FALSE,TRUE,8,n/a,n/a,8,n/a
16,"Killing sol heredit (and gambling quiver, fortis colosseum)",28933,Sunfire fanatic helm,FALSE,FALSE,TRUE,FALSE,TRUE,8,n/a,n/a,8,n/a
16,"Killing sol heredit (and gambling quiver, fortis colosseum)",28942,Echo crystal,TRUE,FALSE,FALSE,FALSE,FALSE,12,n/a,n/a,n/a,0.08333333333
16,"Killing sol heredit (and gambling quiver, fortis colosseum)",28919,Tonalztics of ralos,FALSE,FALSE,TRUE,FALSE,FALSE,83,n/a,n/a,n/a,0.01204819277
16,"Killing sol heredit (and gambling quiver, fortis colosseum)",28924,Sunfire splinters,TRUE,FALSE,FALSE,TRUE,FALSE,1,n/a,1,n/a,n/a
17,Opening reward chest (gauntlet),23757,Youngllef,FALSE,FALSE,TRUE,FALSE,FALSE,2000,n/a,n/a,n/a,0.0005
17,Opening reward chest (gauntlet),23956,Crystal armour seed,TRUE,FALSE,FALSE,FALSE,FALSE,120,n/a,n/a,n/a,0.008333333333
17,Opening reward chest (gauntlet),4207,Crystal weapon seed,TRUE,FALSE,FALSE,FALSE,FALSE,120,n/a,n/a,n/a,0.008333333333
17,Opening reward chest (gauntlet),25859,Enhanced crystal weapon seed,TRUE,FALSE,FALSE,FALSE,FALSE,2000,n/a,n/a,n/a,0.0005
18,Opening reward chest (corrupted gauntlet),23757,Youngllef,FALSE,FALSE,TRUE,FALSE,FALSE,800,n/a,n/a,n/a,0.00125
18,Opening reward chest (corrupted gauntlet),23956,Crystal armour seed,TRUE,FALSE,FALSE,FALSE,FALSE,50,n/a,n/a,n/a,0.02
18,Opening reward chest (corrupted gauntlet),4207,Crystal weapon seed,TRUE,FALSE,FALSE,FALSE,FALSE,50,n/a,n/a,n/a,0.02
18,Opening reward chest (corrupted gauntlet),25859,Enhanced crystal weapon seed,TRUE,FALSE,FALSE,FALSE,FALSE,400,n/a,n/a,n/a,0.0025
18,Opening reward chest (corrupted gauntlet),23859,Gauntlet cape,TRUE,FALSE,FALSE,TRUE,FALSE,1,n/a,1,n/a,n/a
19,Killing general graardor,11818,Godsword shard 1,TRUE,FALSE,FALSE,FALSE,FALSE,762,n/a,n/a,n/a,0.001312335958
19,Killing general graardor,11820,Godsword shard 2,TRUE,FALSE,FALSE,FALSE,FALSE,762,n/a,n/a,n/a,0.001312335958
19,Killing general graardor,11822,Godsword shard 3,TRUE,FALSE,FALSE,FALSE,FALSE,762,n/a,n/a,n/a,0.001312335958
19,Killing general graardor,12650,Pet general graardor,FALSE,FALSE,TRUE,FALSE,FALSE,5000,n/a,n/a,n/a,0.0002
19,Killing general graardor,11832,Bandos chestplate,FALSE,FALSE,TRUE,FALSE,FALSE,381,n/a,n/a,n/a,0.002624671916
19,Killing general graardor,11834,Bandos tassets,FALSE,FALSE,TRUE,FALSE,FALSE,381,n/a,n/a,n/a,0.002624671916
19,Killing general graardor,11836,Bandos boots,TRUE,FALSE,FALSE,FALSE,FALSE,381,n/a,n/a,n/a,0.002624671916
19,Killing general graardor,11812,Bandos hilt,FALSE,FALSE,TRUE,FALSE,FALSE,508,n/a,n/a,n/a,0.001968503937
19,Killing general graardor,10976,Long bone,TRUE,FALSE,FALSE,FALSE,FALSE,400,n/a,n/a,n/a,0.0025
19,Killing general graardor,10977,Curved bone,TRUE,FALSE,FALSE,FALSE,FALSE,5013,n/a,n/a,n/a,0.0001994813485
19,Killing general graardor,2366,Shield left half,TRUE,FALSE,FALSE,FALSE,FALSE,4221,n/a,n/a,n/a,0.0002369106847
19,Killing general graardor,1249,Dragon spear,TRUE,FALSE,FALSE,FALSE,FALSE,5628,n/a,n/a,n/a,0.0001776830135
20,Killing giant mole,12646,Baby mole,FALSE,FALSE,TRUE,FALSE,FALSE,3000,n/a,n/a,n/a,0.0003333333333
20,Killing giant mole,7418,Mole skin,TRUE,FALSE,FALSE,TRUE,FALSE,1,n/a,1,n/a,n/a
20,Killing giant mole,7416,Mole claw,TRUE,FALSE,FALSE,TRUE,FALSE,1,n/a,1,n/a,n/a
20,Killing giant mole,10976,Long bone,TRUE,FALSE,FALSE,FALSE,FALSE,400,n/a,n/a,n/a,0.0025
20,Killing giant mole,10977,Curved bone,TRUE,FALSE,FALSE,FALSE,FALSE,5013,n/a,n/a,n/a,0.0001994813485
20,Killing giant mole,2366,Shield left half,TRUE,FALSE,FALSE,FALSE,FALSE,7869,n/a,n/a,n/a,0.0001270809506
20,Killing giant mole,1249,Dragon spear,TRUE,FALSE,FALSE,FALSE,FALSE,10492,n/a,n/a,n/a,0.00009531071292
21,Killing grotesque guardians (on task),21748,Noon,FALSE,FALSE,TRUE,FALSE,FALSE,3000,n/a,n/a,n/a,0.0003333333333
21,Killing grotesque guardians (on task),21730,Black tourmaline core,TRUE,FALSE,FALSE,FALSE,FALSE,500,n/a,n/a,n/a,0.002
21,Killing grotesque guardians (on task),21736,Granite gloves,TRUE,FALSE,FALSE,FALSE,FALSE,250,n/a,n/a,n/a,0.004
21,Killing grotesque guardians (on task),21739,Granite ring,TRUE,FALSE,FALSE,FALSE,FALSE,250,n/a,n/a,n/a,0.004
21,Killing grotesque guardians (on task),21742,Granite hammer,FALSE,FALSE,TRUE,FALSE,FALSE,375,n/a,n/a,n/a,0.002666666667
21,Killing grotesque guardians (on task),21745,Jar of stone,FALSE,FALSE,TRUE,FALSE,FALSE,5000,n/a,n/a,n/a,0.0002
21,Killing grotesque guardians (on task),21726,Granite dust,TRUE,FALSE,FALSE,TRUE,FALSE,1,n/a,1,n/a,n/a
21,Killing grotesque guardians (on task),4153,Granite maul,TRUE,FALSE,FALSE,FALSE,FALSE,125,n/a,n/a,n/a,0.008
21,Killing grotesque guardians (on task),4129,Adamant boots,TRUE,FALSE,FALSE,FALSE,FALSE,68,n/a,n/a,n/a,0.01470588235
22,Harvesting hespori,22994,Bottomless compost bucket,TRUE,FALSE,FALSE,FALSE,FALSE,35,n/a,n/a,n/a,0.02857142857
22,Harvesting hespori,22883,Iasor seed,TRUE,FALSE,FALSE,FALSE,FALSE,3,n/a,n/a,n/a,0.3333333333
22,Harvesting hespori,22885,Kronos seed,TRUE,FALSE,FALSE,FALSE,FALSE,3,n/a,n/a,n/a,0.3333333333
22,Harvesting hespori,22881,Attas seed,TRUE,FALSE,FALSE,FALSE,FALSE,3,n/a,n/a,n/a,0.3333333333
23,Killing the hueycoatl (1+2),30152,Huberte,FALSE,FALSE,TRUE,FALSE,FALSE,400,n/a,n/a,n/a,0.0025
